unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
4977467,HM589436,2006-09-08 15:42:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176365.0,1900502.0,2006,2018-02-10 15:50:01+00:00,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
5126114,HM678021,2006-10-23 18:55:37+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176365.0,1900502.0,2006,2018-02-28 15:56:25+00:00,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
7857195,HS671164,2010-12-21 18:45:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176364.0,1900524.0,2010,2016-02-04 06:33:39+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
7819515,HX629833,2010-11-23 17:10:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2010,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
7890263,HT119566,2011-01-14 16:00:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2011,2016-02-04 06:33:39+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
7853383,HS666979,2010-12-18 18:22:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176362.0,1900577.0,2010,2016-02-04 06:33:39+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
7883031,HT113905,2011-01-10 18:05:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176365.0,1900502.0,2011,2016-02-04 06:33:39+00:00,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
7801101,HS610900,2010-11-11 18:20:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176352.0,1900927.0,2010,2016-02-04 06:33:39+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8104551,HT338948,2011-06-09 15:35:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176364.0,1900524.0,2011,2018-02-10 15:50:01+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
7943202,HT175651,2011-02-23 16:15:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176362.0,1900577.0,2011,2018-02-10 15:50:01+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
8029472,HT260247,2011-04-21 20:15:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176363.0,1900552.0,2011,2018-02-10 15:50:01+00:00,41.882470918,-87.627847625,"(41.882470918, -87.627847625)"
2269902,HH525771,2002-07-21 15:29:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2002,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2343908,HH641061,2002-09-11 13:36:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176352.0,1900927.0,2002,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2224065,HH486566,2002-07-04 12:06:08+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176362.0,1900577.0,2002,2018-02-28 15:56:25+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
2302228,HH589024,2002-08-18 16:25:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176364.0,1900524.0,2002,2018-02-28 15:56:25+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
2371437,HH676338,2002-09-27 15:00:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176352.0,1900927.0,2002,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2527913,HJ103510,2003-01-02 18:00:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176364.0,1900524.0,2003,2018-02-10 15:50:01+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
2474462,HH803279,2002-11-26 14:20:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2002,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
6006807,HP113351,2008-01-08 17:00:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176365.0,1900502.0,2008,2018-02-10 15:50:01+00:00,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
6249367,HP335393,2008-05-14 15:00:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176364.0,1900524.0,2008,2018-02-10 15:50:01+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
5126047,HM724041,2006-11-16 15:30:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176362.0,1900577.0,2006,2018-02-28 15:56:25+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
8074654,HT306854,2011-05-21 11:45:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2011,2016-02-04 06:33:39+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8068620,HT300487,2011-05-17 16:10:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2011,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8120223,HT355578,2011-06-19 16:40:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176362.0,1900577.0,2011,2018-02-10 15:50:01+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
8086822,HT320222,2011-05-29 14:08:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2011,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8107259,HT341975,2011-06-11 11:54:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176362.0,1900577.0,2011,2018-02-10 15:50:01+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
3113384,HJ845540,2003-12-30 11:05:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176365.0,1900502.0,2003,2018-02-28 15:56:25+00:00,41.88233367,-87.627841791,"(41.88233367, -87.627841791)"
3080731,HJ801972,2003-12-06 13:17:01+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176364.0,1900524.0,2003,2018-02-10 15:50:01+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
3104993,HJ836421,2003-12-24 16:00:07+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176362.0,1900577.0,2003,2018-02-28 15:56:25+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
3199661,HK210129,2004-01-28 09:33:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2004,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
3382719,HK433043,2004-06-15 15:30:00+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176363.0,1900552.0,2004,2018-02-10 15:50:01+00:00,41.882470918,-87.627847625,"(41.882470918, -87.627847625)"
11263391,JB195294,2018-03-22 09:50:00+00:00,002XX S WACKER DR,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,122,1,2,32,06,1173899.0,1899160.0,2018,2018-05-04 15:51:04+00:00,41.87870641,-87.63693686,"(41.87870641, -87.63693686)"
8959382,HW108542,2013-01-07 19:50:00+00:00,001XX S LA SALLE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,122,1,42,32,06,1175153.0,1899725.0,2013,2018-02-10 15:50:01+00:00,41.88022879,-87.632315523,"(41.88022879, -87.632315523)"
3332569,HK372750,2004-05-18 17:25:00+00:00,0000X N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,OTHER,False,False,122,1,42,32,06,1177306.0,1900586.0,2004,2018-02-28 15:56:25+00:00,41.882542891,-87.624383924,"(41.882542891, -87.624383924)"
3338271,HK379117,2004-05-21 16:50:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,122,1,42,32,06,1176338.0,1901346.0,2004,2018-02-28 15:56:25+00:00,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
6835217,HR243033,2009-03-30 15:25:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2009,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
10655882,HZ405654,2016-08-24 15:45:00+00:00,002XX S LA SALLE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1175171.0,1899118.0,2016,2018-02-10 15:50:01+00:00,41.878562742,-87.632267636,"(41.878562742, -87.632267636)"
10683802,HZ436744,2016-09-16 07:50:00+00:00,002XX S WACKER DR,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,122,1,2,32,06,1173899.0,1899160.0,2016,2018-02-10 15:50:01+00:00,41.87870641,-87.63693686,"(41.87870641, -87.63693686)"
2493498,HH827933,2002-12-09 18:06:20+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176364.0,1900524.0,2002,2018-02-28 15:56:25+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
2484686,HH818456,2002-12-04 18:20:33+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,122,1,42,32,06,1176362.0,1900577.0,2002,2018-02-28 15:56:25+00:00,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
2425321,HH742184,2002-10-27 17:58:23+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2002,2018-02-10 15:50:01+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2656263,HJ255886,2003-03-23 16:30:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2003,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2665590,HJ277544,2003-04-03 10:46:04+00:00,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176364.0,1900524.0,2003,2018-02-10 15:50:01+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
3834103,HL193714,2005-02-21 11:54:49+00:00,002XX N WABASH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,122,1,42,32,06,1176774.0,1901877.0,2005,2018-02-28 15:56:25+00:00,41.886097509,-87.626298358,"(41.886097509, -87.626298358)"
3979352,HL336861,2005-05-05 13:04:36+00:00,0000X W WASHINGTON ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,122,1,42,32,06,1176170.0,1900823.0,2005,2018-02-28 15:56:25+00:00,41.883218909,-87.628548144,"(41.883218909, -87.628548144)"
7222485,HR638054,2009-11-11 14:30:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2009,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
7257056,HR671443,2009-12-02 17:00:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2009,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2580757,HJ170769,2003-02-07 16:00:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2003,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
4257062,HL565413,2005-08-22 19:31:00+00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,122,1,42,32,06,1176352.0,1900927.0,2005,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11459021,JB451843,2018-09-26 13:30:00+00:00,001XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,122,1,42,32,06,1175454.0,1898968.0,2018,2018-11-08 16:10:52+00:00,41.878144785,-87.631233035,"(41.878144785, -87.631233035)"
13824124,JJ239582,2025-05-02 07:15:00+00:00,002XX W ADAMS ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,122,1,42,32,06,1174663.0,1899413.0,2025,2025-11-02 15:41:09+00:00,41.879383612,-87.634124064,"(41.879383612, -87.634124064)"
13855434,JJ278001,2025-05-29 10:29:00+00:00,002XX W ADAMS st,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,122,1,42,32,06,1174642.0,1899412.0,2025,2025-11-02 15:41:09+00:00,41.879381337,-87.634201201,"(41.879381337, -87.634201201)"
7460056,HS261733,2010-04-16 23:15:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1176330.0,1901649.0,2010,2018-02-10 15:50:01+00:00,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
5419556,HN257177,2007-03-30 19:30:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False,122,1,42,32,06,1176352.0,1900927.0,2007,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
12718074,JF265016,2022-06-02 12:45:00+00:00,002XX W LAKE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,,,2022,2022-06-09 15:41:04+00:00,,,
2802181,HJ455550,2003-06-26 16:45:00+00:00,0000X E WACKER DR,0870,THEFT,POCKET-PICKING,HOTEL/MOTEL,False,False,122,1,42,32,06,1176956.0,1902517.0,2003,2018-02-28 15:56:25+00:00,41.887849586,-87.625610638,"(41.887849586, -87.625610638)"
2735055,HJ369483,2003-05-17 14:20:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1176330.0,1901649.0,2003,2018-02-28 15:56:25+00:00,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
8155644,HT381718,2011-07-05 15:40:00+00:00,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1176327.0,1901797.0,2011,2018-02-10 15:50:01+00:00,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
6360530,HP439960,2008-07-07 18:30:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,False,False,122,1,42,32,06,1176338.0,1901346.0,2008,2018-02-28 15:56:25+00:00,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
6509237,HP582561,2008-09-19 17:00:00+00:00,003XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,STREET,False,False,122,1,42,32,06,1177248.0,1902266.0,2008,2018-02-28 15:56:25+00:00,41.887154215,-87.624545946,"(41.887154215, -87.624545946)"
3554762,HK634449,2004-09-19 13:00:00+00:00,001XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,STREET,False,False,122,1,42,32,06,1177276.0,1901405.0,2004,2018-02-28 15:56:25+00:00,41.884790951,-87.624469241,"(41.884790951, -87.624469241)"
4400101,HL694909,2005-10-25 13:20:00+00:00,0000X N STATE ST,0870,THEFT,POCKET-PICKING,OTHER,False,False,122,1,42,32,06,1176364.0,1900524.0,2005,2018-02-10 15:50:01+00:00,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
13384025,JH170482,2024-02-29 16:00:00+00:00,0000X S FRANKLIN ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,34,32,06,1174333.0,1900280.0,2024,2024-12-21 15:40:46+00:00,41.881770084,-87.635309866,"(41.881770084, -87.635309866)"
11917675,JC541997,2019-12-10 12:00:00+00:00,001XX N WACKER DR,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1173910.0,1901628.0,2019,2019-12-17 15:40:38+00:00,41.885478509,-87.636822924,"(41.885478509, -87.636822924)"
11975637,JD144807,2020-02-08 15:00:00+00:00,001XX N CLARK ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1175524.0,1900930.0,2020,2020-02-15 15:42:47+00:00,41.883527057,-87.630917053,"(41.883527057, -87.630917053)"
7492356,HS295490,2010-05-06 20:00:00+00:00,002XX N WABASH AVE,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1176777.0,1901797.0,2010,2018-02-10 15:50:01+00:00,41.885877917,-87.626289762,"(41.885877917, -87.626289762)"
2834123,HJ496350,2003-07-15 17:00:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,122,1,42,32,06,1176352.0,1900927.0,2003,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8224594,HT459104,2011-08-21 16:00:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,STREET,False,False,122,1,42,32,06,1176338.0,1901346.0,2011,2018-02-10 15:50:01+00:00,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
10858974,JA164694,2017-02-23 14:45:00+00:00,003XX W LOWER WACKER DR,0870,THEFT,POCKET-PICKING,COMMERCIAL / BUSINESS OFFICE,False,False,122,1,42,32,06,1174120.0,1901942.0,2017,2018-02-10 15:50:01+00:00,41.886335464,-87.636042402,"(41.886335464, -87.636042402)"
6468587,HP547529,2008-09-01 14:30:00+00:00,0000X E WASHINGTON ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1177126.0,1900833.0,2008,2018-02-10 15:50:01+00:00,41.883224751,-87.625037394,"(41.883224751, -87.625037394)"
10247811,HY435337,2015-09-23 14:30:00+00:00,002XX W RANDOLPH ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1174609.0,1901265.0,2015,2018-02-10 15:50:01+00:00,41.884466819,-87.634266948,"(41.884466819, -87.634266948)"
10258892,HY446264,2015-10-01 18:30:00+00:00,002XX S WELLS ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,2,32,06,1174769.0,1899119.0,2015,2018-02-10 15:50:01+00:00,41.878574487,-87.633743652,"(41.878574487, -87.633743652)"
3726847,HK830525,2004-12-27 14:11:00+00:00,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1176327.0,1901797.0,2004,2018-02-28 15:56:25+00:00,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
12916472,JF502286,2022-12-08 02:00:00+00:00,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1175401.0,1901736.0,2022,2023-01-03 15:40:27+00:00,41.885741529,-87.631344503,"(41.885741529, -87.631344503)"
7804150,HS614328,2010-11-13 22:10:00+00:00,001XX N DEARBORN ST,0870,THEFT,POCKET-PICKING,PARKING LOT/GARAGE(NON.RESID.),False,False,122,1,42,32,06,1175909.0,1901585.0,2010,2018-02-10 15:50:01+00:00,41.885315758,-87.629483591,"(41.885315758, -87.629483591)"
5726685,HN534556,2007-08-17 13:40:00+00:00,001XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,CTA BUS,False,False,122,1,42,32,06,1177286.0,1901176.0,2007,2018-02-28 15:56:25+00:00,41.884162337,-87.624439467,"(41.884162337, -87.624439467)"
4951332,HM565754,2006-08-27 16:00:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1176330.0,1901649.0,2006,2018-02-10 15:50:01+00:00,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
9593175,HX243646,2014-04-30 13:00:00+00:00,002XX N LA SALLE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1175099.0,1901781.0,2014,2016-02-04 06:33:39+00:00,41.885871785,-87.632452147,"(41.885871785, -87.632452147)"
9524513,HX179303,2014-03-10 13:30:00+00:00,0000X S LA SALLE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1175144.0,1900030.0,2014,2016-02-04 06:33:39+00:00,41.88106593,-87.632339422,"(41.88106593, -87.632339422)"
9669924,HX319623,2014-06-26 12:50:00+00:00,001XX W ADAMS ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1175463.0,1899429.0,2014,2018-02-10 15:50:01+00:00,41.879409594,-87.631186142,"(41.879409594, -87.631186142)"
3213574,HK229522,2004-03-09 13:25:00+00:00,001XX N WABASH AVE,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,122,1,42,32,06,1176800.0,1900945.0,2004,2018-02-28 15:56:25+00:00,41.883539463,-87.626231082,"(41.883539463, -87.626231082)"
11103721,JA364349,2017-07-26 13:15:00+00:00,002XX S LA SALLE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1175165.0,1899313.0,2017,2018-02-10 15:50:01+00:00,41.879097968,-87.632283818,"(41.879097968, -87.632283818)"
11210201,JB124670,2018-01-21 19:50:00+00:00,001XX W CONGRESS PKWY,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,2,32,06,1175138.0,1898034.0,2018,2018-05-04 15:51:04+00:00,41.875588919,-87.632421308,"(41.875588919, -87.632421308)"
11175915,JA545926,2017-12-11 18:30:00+00:00,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1175301.0,1901735.0,2017,2018-02-10 15:50:01+00:00,41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
11141103,JA500780,2017-11-04 18:00:00+00:00,002XX N CLARK ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1175500.0,1901787.0,2017,2018-02-10 15:50:01+00:00,41.885879253,-87.630979425,"(41.885879253, -87.630979425)"
11397329,JB371085,2018-07-28 16:00:00+00:00,001XX W RANDOLPH ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1175414.0,1901275.0,2018,2018-08-04 15:58:12+00:00,41.884476226,-87.631310613,"(41.884476226, -87.631310613)"
11273010,JB207744,2018-04-01 13:30:00+00:00,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1175401.0,1901736.0,2018,2018-05-04 15:51:04+00:00,41.885741529,-87.631344503,"(41.885741529, -87.631344503)"
6766923,HR184188,2009-02-22 15:00:00+00:00,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1176327.0,1901797.0,2009,2016-02-04 06:33:39+00:00,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
5927639,HN727892,2007-11-26 14:00:00+00:00,002XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1177257.0,1901871.0,2007,2018-02-28 15:56:25+00:00,41.886070111,-87.624524877,"(41.886070111, -87.624524877)"
5043525,HM651268,2006-10-10 08:55:00+00:00,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1176327.0,1901797.0,2006,2018-02-28 15:56:25+00:00,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
5042073,HM651332,2006-10-10 07:40:00+00:00,002XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA BUS,False,False,122,1,42,32,06,1176327.0,1901797.0,2006,2018-02-28 15:56:25+00:00,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
2357452,HH535822,2002-07-28 20:55:00+00:00,0000X N STATE ST,0870,THEFT,POCKET-PICKING,STREET,False,False,122,1,42,32,06,,,2002,2015-08-17 15:03:40+00:00,,,
2510612,HH854976,2002-12-22 17:15:00+00:00,001XX N STATE ST,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,122,1,42,32,06,1176352.0,1900927.0,2002,2018-02-28 15:56:25+00:00,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
12569929,JE480186,2021-12-17 01:40:00+00:00,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,122,1,42,32,06,1175401.0,1901736.0,2021,2021-12-24 15:40:11+00:00,41.885741529,-87.631344503,"(41.885741529, -87.631344503)"
5149254,HM743010,2006-11-27 11:30:00+00:00,001XX N WABASH AVE,0870,THEFT,POCKET-PICKING,SIDEWALK,True,False,122,1,42,32,06,1176785.0,1901619.0,2006,2018-02-28 15:56:25+00:00,41.885389294,-87.626265771,"(41.885389294, -87.626265771)"
11368361,JB334086,2018-07-03 14:30:00+00:00,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1175301.0,1901735.0,2018,2018-07-10 16:03:21+00:00,41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
11331792,JB285709,2018-05-30 17:45:00+00:00,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,False,False,122,1,42,32,06,1175301.0,1901735.0,2018,2018-06-06 15:54:13+00:00,41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
11434829,JB420253,2018-08-02 11:00:00+00:00,0000X N LA SALLE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,122,1,42,32,06,1175135.0,1900412.0,2018,2018-09-06 16:14:15+00:00,41.882114362,-87.632361012,"(41.882114362, -87.632361012)"
